id,site_name,existing_device_client,capacity,latitude,longitude,feasibility_client,feasibility_mbps,comment,booked_by,expiry_date,interface,city,division,district,location,address,created_at
219,DHK_X0316,Banglalink,1000,23.73385,90.37024,Aamra,25,cr,rabeya.akter,"2018-04-19 18:10:40",ge-1/2/1,DMP,Dhaka,Dhaka,Dhaka,"19/1 Sherebangla road, Hazaribagh, Dhaka","2018-04-12 18:10:56"
220,CGPTG08,ROBI,1000,22.2374,91.8125,ccl,1,CR,rabeya.akter,"2018-04-22 18:05:00",ge-0/2/3,"Chittagong City",Chittagong,Chittagong,Chittagong,Nizam_Market,"2018-04-15 18:07:56"
221,SYDEB1,GP,1000,24.8939826,91.9148746,CCL,1,CR,rabeya.akter,"2018-04-22 18:10:41",ge-0/1/2,SylhetSadar,Sylhet,Sylhet,"Debpara, Islampur, Sylhet","Debpara, Islampur, Sylhet","2018-04-15 18:11:53"
222,NOBGM26A01ES01,SCL,1000,22.944433,91.104744,"Amber IT",10,CR,rabeya.akter,"2018-04-22 10:45:41",Port16,Begumganj,Chittagong,Noakhali,Begumganj,Begumganj,"2018-04-16 10:49:48"
223,NAR0119,ROBI,1000,23.8674,90.5525,CCL,10,CR,rabeya.akter,"2018-04-22 11:00:41",ge-0/2/3,Rupganj,Dhaka,Narayanganj,Beldibazar,Beldibazar,"2018-04-16 11:04:54"
224,CXTKN12,ROBI,1000,20.84,92.2992,CCL,10,CR,rabeya.akter,"2018-04-22 11:45:58",ge-1/2/1,Teknaf,Chittagong,"Coxs Bazar",Teknaf,"Uttar Nayapara","2018-04-16 11:49:21"
225,BRSDR05,ROBI,1000,22.1709,90.176,"Brac Net",10,Q,partha.sarkar,"2018-05-16 13:45:06",ge-0/2/2,"Barguna Sadar",Barisal,Barguna,Kadamtola_GP,Kadamtola_GP,"2018-04-16 13:20:38"
226,DHK_X0438,Banglalink,1000,23.94586,90.38269,"Brac Net",1,Q,partha.sarkar,"2018-05-23 13:20:56",ge-1/1/2,GazipurSadar,Dhaka,Gazipur,"Dhaka - Mymensingh Highway","Din Mohammad Super Market,AB Bank, Board Bazar, Gazipur Sadar, Gazipur","2018-04-16 13:23:44"
227,DHK_X0477,Banglalink,1000,23.58895,90.5005,ADN,10,CR,rabeya.akter,"2018-04-22 13:40:16",ge-1/1/3,NarayanganjSadar,Dhaka,Narayanganj,"Narayanganj - Munshiganj Highway","Alamgir Hossain(1715264988), Vill: Saiyedpur, P.O+P.S: Narayanganj, Dist: Narayanganj","2018-04-16 13:45:32"
228,CXTKN12,ROBI,1000,20.84,92.2992,COL,20,CR,rabeya.akter,"2018-04-22 14:45:14",ge-1/2/1,Teknaf,Chittagong,"Coxs Bazar",Teknaf,"Uttar Nayapara","2018-04-16 14:47:06"
229,NAMDB01,ROBI,1000,24.9112,88.7539,ADN,10,CR,rabeya.akter,"2018-04-22 15:10:32",ge-0/2/1,Mahadebpur,Rajshahi,Naogaon,Mohadevpur,Mohadebpur,"2018-04-16 15:16:03"
230,CGEPZ7,GP,1000,22.278417,91.774667,agni,10,CR,rabeya.akter,"2018-04-22 16:45:05",ge-0/1/3,"Chittagong City",Chittagong,Chittagong,Chittagong,"EPZ, Chittagong City","2018-04-16 16:49:14"
231,CGPTG05,ROBI,1000,22.3015,91.7772,Agni,15,CR,rabeya.akter,"2018-04-22 16:50:56",ge-0/2/3,"Chittagong City",Chittagong,Chittagong,Chittagong,Ali_Majhirpara,"2018-04-16 16:52:06"
232,DHKBNQ,GP,1000,23.75466667,90.37994444,CCL,10,CR,rabeya.akter,"2018-04-22 17:15:14",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Sukrabad, Dhanmondi, Dhaka","2018-04-16 17:18:22"
233,DHKBNW,GP,1000,23.74861111,90.38080556,CCL,15,CR,rabeya.akter,"2018-04-22 17:20:02",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"113/A, Lake circus, Kalabagan","2018-04-16 17:21:13"
234,DHFRM7,GP,1000,23.757972,90.386528,CCL,10,CR,rabeya.akter,"2018-04-22 17:20:57",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,"Globe Centre, 28/1 Indira Road,Farmgate,Dhaka-1215","2018-04-16 17:23:43"
235,DHJTB12,ROBI,1000,23.7172,90.469,Agni,10,CR,rabeya.akter,"2018-04-22 18:00:33",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,Konapara,"2018-04-16 18:02:57"
236,NOBGM26A01ES01,SCL,1000,22.944433,91.104744,"AMBERIT LTD",10,CR,rabeya.akter,"2018-04-22 13:10:09",Port4,Begumganj,Chittagong,Noakhali,Begumganj,Begumganj,"2018-04-17 13:15:28"
237,GP1602,AIRTEL,1000,24.180421,90.426858,Agni,10,CR,rabeya.akter,"2018-04-22 13:25:26",ge-0/1/3,Sreepur,Dhaka,Gazipur,"Dhaka - Mymensingh Highway","Dhaka - Mymensingh Highway","2018-04-17 13:28:36"
238,KCGUMA01JR01,SCL,1000,22.957076,91.864411,"comilla Online",10,CR,rabeya.akter,"2018-04-22 15:10:42",ge-0/1/3,Ramgarh,Chittagong,Khagracchari,"Guimara Cantonment","Guimara Cantonment","2018-04-17 15:11:56"
239,JKSDR06,ROBI,1000,22.6795,90.17133,"comilla Online",10,CR,rabeya.akter,"2018-04-22 15:10:52",ge-0/1/2,"Jhalokati Sadar",Barisal,Jhalokati,"Kirtipasha Land","Kirtipasha Land","2018-04-17 15:16:03"
240,CDALM01,ROBI,1000,23.7598,88.9445,"comilla Online",10,CR,rabeya.akter,"2018-04-22 15:15:38",ge-0/1/0,Alamdanga,Khulna,Chuadanga,Alamdanga,Alamdanga,"2018-04-17 15:17:44"
241,CTG_X0247,Banglalink,1000,22.70642,91.78284,"comilla Online",30,CR,rabeya.akter,"2018-04-22 15:20:21",ge-0/1/3,Fatikchhari,Chittagong,Chittagong,"Chilonia road","Chilonia road","2018-04-17 15:21:39"
242,KSSDRP01JR01,SCL,1000,24.41873,90.79025,"comilla Online",30,CR,rabeya.akter,"2018-04-22 15:20:13",ge-1/1/1,KishoreganjSadar,Dhaka,Kishoreganj,"Joshodol WAPDA, Kishorgonj","Joshodol WAPDA, Kishorgonj","2018-04-17 15:24:24"
243,DHK_X4402,Banglalink,1000,23.96701,90.38483,"BD Com",10,CR,rabeya.akter,"2018-04-22 16:55:21",ge-1/2/1,GazipurSadar,Dhaka,Gazipur,"Maleker Bari Bazar Road","Maleker Bari Bazar Road,Gutiara,Gazipur Sadar,Gazipur","2018-04-17 17:00:37"
244,JSSDR08,ROBI,1000,23.1938,89.1822,"BD Com",10,CR,rabeya.akter,"2018-04-22 17:05:02",ge-0/2/3,Kotwali,Khulna,Jessore,Jessore,Jessore_Cantt_,"2018-04-17 17:06:43"
245,DHK_S6013,Banglalink,1000,23.88721,90.31486,Agni,10,CR,rabeya.akter,"2018-04-22 17:05:19",ge-0/1/3,Savar,Dhaka,Dhaka,"Anwar Jang Sarak","Anwar Jang Sarak","2018-04-17 17:09:38"
246,DPFLB02,ROBI,1000,25.5486,88.9547,"Amber IT",10,CR,rabeya.akter,"2018-04-22 17:40:13",xe-1/3/1,Parbatipur,Rangpur,Dinajpur,"Coal Mine","Coal Mine","2018-04-17 17:42:19"
247,DHK_X0973,Banglalink,1000,23.62096,90.48576,"Amber IT",30,CR,rabeya.akter,"2018-04-25 14:25:35",ge-1/1/2,NarayanganjSadar,Dhaka,Narayanganj,Fatulla,"Mr. Hannan, Vill: West Masdair, P.O- Fatullah, Narayanganj","2018-04-18 14:27:52"
248,GPKLK11,ROBI,1000,24.0486,90.3003,"Amber IT",40,CR,rabeya.akter,"2018-04-25 14:40:54",ge-0/2/3,Kaliakair,Dhaka,Gazipur,Bannara,Bannara,"2018-04-18 14:42:01"
249,DHDHNQ,GP,1000,23.739028,90.381917,CCL,10,CR,rabeya.akter,"2018-04-25 14:40:45",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,"House # 9/B, Road # 02, Dhanmondi R/A, Dhaka-1205","2018-04-18 14:44:47"
250,DPPBT03,ROBI,1000,25.655,88.985,Aamra,25,CR,rabeya.akter,"2018-04-25 15:10:35",ge-0/2/2,Parbatipur,Rangpur,Dinajpur,Kholahati,"Kholahati Cantonment","2018-04-18 15:15:20"
251,DHK_X2687,Banglalink,1000,23.62495,90.47205,Aamra,25,CR,rabeya.akter,"2018-04-25 15:30:30",ge-1/1/3,NarayanganjSadar,Dhaka,Narayanganj,Fatulla,"Sasongaon,Enayat nagar,fatulla,Narayanganj","2018-04-18 15:33:36"
252,NSSDR58,ROBI,1000,23.87031,90.66888,"Discovery Internet",20,Q,partha.sarkar,"2018-05-23 17:25:31",ge-0/2/3,NarsingdiSadar,Dhaka,Narsingdi,Baburhat2__Nsingdi,Baburhat2__Nsingdi,"2018-04-18 16:13:19"
253,KUBRM01,ROBI,1000,24.0222,88.9853,"Tomato Web",20,CR,rabeya.akter,"2018-04-25 16:15:27",ge-0/1/2,Bheramara,Khulna,Kushtia,Bheramara,Bheramara,"2018-04-18 16:19:38"
254,MHGNG01,ROBI,1000,23.8172,88.7521,"Tomato Web",10,cr,rabeya.akter,"2018-04-25 16:50:54",ge-0/1/2,Gangni,Khulna,Meherpur,Gangni,Gangni,"2018-04-18 16:56:49"
255,DHK_X0150,Banglalink,1000,23.986387,90.432806,"Amber IT",5,CR,rabeya.akter,"2018-04-25 17:15:44",ge-1/1/2,GazipurSadar,Dhaka,Gazipur,"Joydevpur - Pubail Road","Banglagas, Gazipur","2018-04-18 17:21:34"
256,DHDHNW,GP,1000,23.741028,90.377083,CCL,10,CR,rabeya.akter,"2018-04-26 11:45:11",xe-0/3/0,DMP,Dhaka,Dhaka,Dhaka,"Priyo Prangon, House # 40, Road # 3/A, Dhanmondi, Dhaka","2018-04-19 11:49:23"
257,NSPLS02,ROBI,1000,23.93304688,90.63221246,"Amber IT",10,CR,rabeya.akter,"2018-04-26 13:15:26",ge-0/2/1,Palash,Dhaka,Narsingdi,Ghorashal,"Moyejuddin Road","2018-04-19 13:20:35"
258,DHK_G5628,Banglalink,1000,23.7749,90.56107,ADN,10,CR,rabeya.akter,"2018-04-26 15:35:59",ge-0/2/3,Rupganj,Dhaka,Narayanganj,"Dhaka - Sylhet Highway","Dhaka - Sylhet Highway","2018-04-19 15:41:02"
259,GPSDR31,ROBI,1000,24.0957,90.4016,ADN,20,CR,rabeya.akter,"2018-04-26 15:40:35",ge-0/2/1,GazipurSadar,Dhaka,Gazipur,Rajendrapur_Chourasta,Rajendrapur_Chourasta,"2018-04-19 15:42:36"
260,GPSDR13,ROBI,1000,24.087,90.3463,ADN,40,CR,rabeya.akter,"2018-04-26 15:40:53",ge-0/2/2,GazipurSadar,Dhaka,Gazipur,Vaoal_Mirzapur,Vaoal_Mirzapur,"2018-04-19 15:44:54"
261,GPSDR42,ROBI,1000,24.0985,90.439,ADN,19,CR,rabeya.akter,"2018-04-26 15:50:41",ge-0/1/1,GazipurSadar,Dhaka,Gazipur,"Rajendrapur Cantonment","Rajendrapur Cantonment","2018-04-19 15:54:50"
262,DHK_X0438,Banglalink,1000,23.94586,90.38269,"Brac Net",1,Q,partha.sarkar,"2018-05-24 14:05:16",ge-1/2/1,GazipurSadar,Dhaka,Gazipur,"Dhaka - Mymensingh Highway","Din Mohammad Super Market,AB Bank, Board Bazar, Gazipur Sadar, Gazipur","2018-04-19 22:09:36"
263,KHA0030,TELETALK,1000,23.1187708,91.99237583,"Tomato Web",25,CR,rabeya.akter,"2018-04-27 11:35:16",ge-0/2/2,KhulnaSadar,Khulna,Khulna,Khagrachhari,Khagrapur,"2018-04-20 11:35:23"
264,BNSDRA01JR01,SCL,1000,22.205031,92.214622,"Tomato Web",25,CR,rabeya.akter,"2018-04-27 12:15:08",ge-0/2/2,BandarbanSadar,Chittagong,Bandarban,Bandarban,"Bandorban cantonment","2018-04-20 12:17:10"
265,RMCNTA01JR02,SCL,1000,22.661714,92.157911,"Tomato Web",25,CR,rabeya.akter,"2018-04-27 12:15:10",ge-0/2/3,RangamatiSadar,Chittagong,Rangamati,Rangamati,"Rangamati Cantonment","2018-04-20 12:18:15"
266,KCGUMA01JR02,SCL,1000,22.957076,91.864411,"Tomato Web",25,CR,rabeya.akter,"2018-04-27 12:20:44",ge-0/2/1,KhagrachhariSadar,Chittagong,Khagracchari,"Guimara Cantonment","Guimara Cantonment","2018-04-20 12:22:45"
267,HGSDR01A01ES01,SCL,1000,24.383558,91.413556,"Icon Infotech",31,"Feasibility for client",ridwan.abdullah,"2018-04-26 22:05:53",Port4,HabiganjSadar,Sylhet,Habiganj,Habiganj,"Puran Munsefi Road","2018-04-20 13:08:15"
268,RPSDR24,ROBI,1000,25.7576,89.2371,"Bangla PHN",2,cr,rabeya.akter,"2018-04-29 10:50:50",ge-0/2/3,RangpurSadar,Rangpur,Rangpur,Rangpur,"Dhap Jail road_GP","2018-04-22 10:51:09"
269,DHK_V4985,Banglalink,1000,23.99882,90.32182,CCL,10,CR,rabeya.akter,"2018-04-29 13:45:41",ge-0/1/3,GazipurSadar,Dhaka,Gazipur,"Kashimpur Road","Kashimpur Road","2018-04-22 13:49:38"
270,KGSDR01A01ES01,SCL,1000,25.813238,89.644736,"People allience",10,Q,partha.sarkar,"2018-04-26 17:05:48",Port20,KurigramSadar,Rangpur,Kurigram,Kurigram,"Pourosava Road","2018-04-22 17:10:13"
271,SYSDR28,ROBI,1000,24.8842,91.8905,Aamra,25,CR,rabeya.akter,"2018-04-29 17:20:01",ge-0/2/2,SylhetSadar,Sylhet,Sylhet,Sylhet,Upashahar_2,"2018-04-22 17:24:16"
272,DHK_X5139,Banglalink,1000,23.90915,90.3042,"InterCloud Limited",25,CR,rabeya.akter,"2018-04-29 18:15:04",ge-1/2/1,Savar,Dhaka,Dhaka,"Dewan Idris Sarak","Durgapur, Chala, Jirabo, Ahulia, Savar, Dhaka","2018-04-22 18:19:09"
273,NSMND01A01ES01,SCL,1000,24.141142,90.697599,"Asia Pacific Communication Limited",20,Booked,ridwan.abdullah,"2018-04-26 22:25:05",Port16,Manohardi,Dhaka,Narsingdi,"Monohardi - Narandi Road","Monohardi - Narandi Road","2018-04-22 19:26:35"
274,BOSDR12,ROBI,1000,24.8599,89.3728,"Asia Pacific Communication Limited",150,Booked,ridwan.abdullah,"2018-04-26 22:25:30",ge-0/2/2,BograSadar,Rajshahi,Bogra,Bogra,"Kalitala hat","2018-04-22 19:28:37"
275,SYL_X0026,Banglalink,1000,24.89375,91.87712,weblink,5,booked,ridwan.abdullah,"2018-04-26 22:10:17",ge-1/1/1,SylhetSadar,Sylhet,Sylhet,Sylhet,"Noor Manson, Dhupa digir Purba Par, Sylhet","2018-04-22 21:43:21"
276,NPSDP02,ROBI,1000,25.7813,88.9167,BTS,30,CR,rabeya.akter,"2018-04-30 12:35:18",ge-0/0/6,Saidpur,Rangpur,Nilphamari,Saidpur,Saidpur2,"2018-04-23 12:36:31"
277,NPSDP01,ROBI,1000,25.7811,88.8953,BTS,30,CR,rabeya.akter,"2018-04-30 12:35:45",ge-1/2/1,Saidpur,Rangpur,Nilphamari,Saidpur,Saidpur,"2018-04-23 12:38:18"
278,DHGUL5,GP,1000,23.79875,90.412417,CCL,6,CR,rabeya.akter,"2018-04-30 14:15:38",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Meher Nibash, House# 12/B, Road# 55, Gulshan-2, Dhaka-1212","2018-04-23 14:21:29"
279,SGULP01,GP,1000,24.4193,89.5555,ONS,10,CR,rabeya.akter,"2018-04-30 14:45:04",ge-0/1/7,UllahPara,Rajshahi,Sirajganj,Hatikumrul,Hatikumrul,"2018-04-23 14:48:44"
280,GPMWNA01JR01,SCL,1000,24.220878,90.411753,"Bijoy Online",100,booked,ridwan.abdullah,"2018-04-26 20:05:25",ge-0/1/3,Sreepur,Dhaka,Gazipur,Mawna,"Super Complex, Mawna Chowrasta, Shreepur, Gazipur.","2018-04-23 17:06:01"
281,SKSDR01A01ES01,SCL,1000,22.7121,89.0703,APCL,60,booked,ridwan.abdullah,"2018-04-26 22:30:32",Port28,SatkhiraSadar,Khulna,Satkhira,Satkhira,"link Road","2018-04-23 18:55:00"
282,DHKRB2,GP,1000,23.751306,90.39575,"Brac Net",25,Q,partha.sarkar,"2018-05-23 14:30:38",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"DIT Timber Market, 30, Kawran Bazar C/A, P/S-Tejgaon, Dhaka-1215","2018-04-23 19:11:13"
283,SYSDR28,ROBI,1000,24.8842,91.8905,"Brac Net",10,Q,partha.sarkar,"2018-05-16 13:25:50",ge-0/2/3,SylhetSadar,Sylhet,Sylhet,Sylhet,Upashahar_2,"2018-04-23 19:15:03"
284,SYSDR28,ROBI,1000,24.8842,91.8905,"Brac Net",10,q,partha.sarkar,"2018-05-03 09:30:12",ge-0/2/3,SylhetSadar,Sylhet,Sylhet,Sylhet,Upashahar_2,"2018-04-23 19:18:34"
285,SYUPS4,GP,1000,24.884667,91.889139,"Brac Net",10,Q,partha.sarkar,"2018-05-03 06:25:25",ge-0/1/3,SylhetSadar,Sylhet,Sylhet,Sylhet,Upashahar,"2018-04-23 19:20:08"
286,CXTKN12,ROBI,1000,20.84,92.2992,"Broad Band",20,CR,rabeya.akter,"2018-04-30 16:20:59",ge-1/1/2,Teknaf,Chittagong,"Coxs Bazar",Teknaf,"Uttar Nayapara","2018-04-24 16:22:05"
287,CPHGN05,ROBI,1000,23.2336934,90.747628,ADN,3,CR,rabeya.akter,"2018-04-30 16:50:52",ge-0/2/2,ChandpurSadar,Chittagong,Chadpur,Rampur,Rampur,"2018-04-24 16:52:26"
288,BGMNG01,ROBI,1000,22.471,89.6038,Aamra,25,CR,rabeya.akter,"2018-04-30 17:25:39",ge-0/2/1,Mongla,Khulna,Bagerhat,Mongla,Mongla,"2018-04-24 17:29:59"
289,CXTKN12,ROBI,1000,20.84,92.2992,"Agni Systems Limited",8,booked,ridwan.abdullah,"2018-04-26 22:30:24",ge-1/2/1,Teknaf,Chittagong,"Coxs Bazar",Teknaf,"Uttar Nayapara","2018-04-24 21:59:51"
290,GPMWNA01JR01,SCL,1000,24.220878,90.411753,"Bijoy Online",150,Booked,ridwan.abdullah,"2018-04-26 22:30:33",ge-0/1/3,Sreepur,Dhaka,Gazipur,Mawna,"Super Complex, Mawna Chowrasta, Shreepur, Gazipur.","2018-04-24 22:06:36"
291,MNSDR01,ROBI,1000,23.5508,90.5349,"sayem Online",10,CR,rabeya.akter,"2018-04-30 11:15:29",ge-0/2/3,MunshiganjSadar,Dhaka,Munshiganj,Munshiganj,Munshiganj,"2018-04-25 11:20:43"
292,CGKTLG8,ROBI,1000,22.35737,91.838039,BTL,1,CR,rabeya.akter,"2018-04-30 11:20:36",ge-0/2/3,"Chittagong City",Chittagong,Chittagong,Chittagong,Chawkbazar_1,"2018-04-25 11:25:41"
293,BHSDR04,ROBI,1000,22.6506,90.6655,"Asia Intel",30,CR,rabeya.akter,"2018-04-30 13:55:11",ge-0/2/2,"Bhola Sadar",Barisal,Bhola,"Bhola Bus stand","Bhola Bus stand","2018-04-25 13:59:25"
294,TNMZP03,ROBI,1000,24.14547138,90.0076243,"Asia Intel",40,CR,rabeya.akter,"2018-04-30 14:00:00",ge-0/2/0,Mirzapur,Dhaka,Tangail,Delduar_BKB_75m,Delduar_BKB_75m,"2018-04-25 14:01:49"
295,GPMWNA01JR01,SCL,1000,24.220878,90.411753,Aamra,25,CR,rabeya.akter,"2018-05-02 14:00:56",ge-0/1/3,Sreepur,Dhaka,Gazipur,Mawna,"Super Complex, Mawna Chowrasta, Shreepur, Gazipur.","2018-04-25 14:06:54"
296,KHU_X0154,Banglalink,1000,23.93165,89.08698,ADN,10,"ADN FR",mosabbir.hussain,"2018-05-02 16:30:51",ge-0/2/3,KhulnaSadar,Khulna,Khulna,"Kushtia - Meherpur Highway","Kushtia - Meherpur Highway","2018-04-25 16:36:19"
297,DHK_X1711,Banglalink,1000,23.63779,90.4759,ADN,3,"ADN FR",mosabbir.hussain,"2018-05-02 18:00:44",ge-1/2/0,NarayanganjSadar,Dhaka,Narayanganj,Fatulla,"House no:13,road no:04,lane:A,israfil sarkar road,fatulla,Narayanganj","2018-04-25 16:41:31"
298,NTSDR01,ROBI,1000,24.4103,88.9675,ADN,3,"ADN FR",mosabbir.hussain,"2018-05-03 18:00:33",ge-0/1/3,NatoreSadar,Rajshahi,Natore,Natore,Natore-2,"2018-04-25 16:45:05"
299,CPMTB07,ROBI,1000,23.321144,90.6858,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-03 18:00:49",ge-0/1/2,MatlabDakshin,Chittagong,Chadpur,"Mobarakdi,Chandpur Road,Barodia","Mobarakdi,Chandpur Road,Barodia","2018-04-25 16:51:35"
300,NOBGM33,ROBI,1000,22.97,91.1243,ADN,1,"ADN FR",mosabbir.hussain,"2018-05-03 18:00:40",ge-0/2/1,Begumganj,Chittagong,Noakhali,Narottampur,"Pandit Bazar","2018-04-25 16:56:40"
301,RAJ_X0220,Banglalink,1000,25.70562,89.26228,Agni,10,CR,rabeya.akter,"2018-05-03 11:50:48",ge-1/2/1,RangpurSadar,Rangpur,Rangpur,Tamphat,"Dharmodas, P.O. Cadet College, P.S. Rangpur Sadar","2018-04-26 11:53:12"
302,DHKGN40,ROBI,1000,23.6638,90.3875,Agni,30,CR,rabeya.akter,"2018-06-07 11:50:29",ge-0/2/2,Keraniganj,Dhaka,Dhaka,Ekuria,Rajendrapur_Warid,"2018-04-26 11:54:50"
303,RMSDR03,ROBI,1000,22.66283056,92.16944444,Agni,10,CR,rabeya.akter,"2018-05-03 12:00:05",ge-0/1/3,RangamatiSadar,Chittagong,Rangamati,Rangamati,"SujitChakma,S/o:SusilJibonChakma,KambheeHouse,K.K.RoyRoySarak,BaruaPara,Rangamati.Ph#0351-62800,0351-62253,01554-309638(KingshukChakma)","2018-04-26 12:03:12"
304,BSSDR17,ROBI,1000,22.711,90.3733,Agni,10,CR,rabeya.akter,"2018-05-03 12:10:06",ge-0/2/3,BarisalSadar(kotwali),Barisal,Barisal,Barisal,Bhatikhana,"2018-04-26 12:12:12"
305,NOBGM33,ROBI,1000,22.97,91.1243,Agni,10,CR,rabeya.akter,"2018-05-03 12:15:48",ge-0/1/2,Begumganj,Chittagong,Noakhali,Narottampur,"Pandit Bazar","2018-04-26 12:19:22"
306,JSSDR15,ROBI,1000,23.1541,89.2278,"BD Com",10,cr,rabeya.akter,"2018-05-03 12:50:00",ge-0/2/3,Kotwali,Khulna,Jessore,Jessore,Bogchar,"2018-04-26 12:55:31"
307,MDSDR05,ROBI,1000,23.1613,90.2254,"computer mate",40,Q,partha.sarkar,"2018-05-10 06:30:23",ge-0/2/3,MadaripurSadar,Dhaka,Madaripur,Madaripur,Kulpaddi,"2018-04-26 14:37:32"
308,TNMZP03,ROBI,1000,24.14547138,90.0076243,"Brac Net",10,Q,partha.sarkar,"2018-05-01 09:50:42",ge-0/1/2,Mirzapur,Dhaka,Tangail,Delduar_BKB_75m,Delduar_BKB_75m,"2018-04-26 14:47:37"
309,CGAGBA,GP,1000,22.321583,91.811333,Agni,10,cr,rabeya.akter,"2018-05-03 18:15:27",ge-0/1/3,"Chittagong City",Chittagong,Chittagong,Chittagong,"Agrabad, Barek Bld Corner","2018-04-26 18:16:31"
310,CGPTG36,ROBI,1000,22.27,91.80366111,Agni,10,cr,rabeya.akter,"2018-05-31 18:15:44",ge-0/2/3,"Chittagong City",Chittagong,Chittagong,Chittagong,"Boat Club","2018-04-26 18:17:56"
311,DHK_X1711,Banglalink,1000,23.63779,90.4759,Agni,10,cr,rabeya.akter,"2018-05-03 18:15:05",ge-1/1/3,NarayanganjSadar,Dhaka,Narayanganj,Fatulla,"House no:13,road no:04,lane:A,israfil sarkar road,fatulla,Narayanganj","2018-04-26 18:19:21"
312,KHDLP01,ROBI,1000,22.8716,89.5246,Agni,10,cr,rabeya.akter,"2018-05-03 18:15:34",ge-0/1/3,Daulatpur,Khulna,Khulna,Khulna,Doulatpur,"2018-04-26 18:20:36"
313,KHDLP01,ROBI,1000,22.8716,89.5246,Agni,10,cr,rabeya.akter,"2018-05-03 18:15:34",ge-0/1/3,Daulatpur,Khulna,Khulna,Khulna,Doulatpur,"2018-04-26 18:20:36"
314,SGSJP04,ROBI,1000,24.1284,89.5824,Agni,10,cr,rabeya.akter,"2018-05-03 18:20:44",ge-0/2/1,Shahjadpur,Rajshahi,Sirajganj,Baghabari,Baghabari,"2018-04-26 18:21:50"
315,CPHGN05,ROBI,1000,23.2336934,90.747628,Agni,10,cr,rabeya.akter,"2018-05-03 18:20:24",ge-0/2/3,ChandpurSadar,Chittagong,Chadpur,Rampur,Rampur,"2018-04-26 18:23:24"
316,SYZIN6,GP,1000,24.895028,91.872889,Agni,10,CR,rabeya.akter,"2018-05-03 18:20:51",ge-0/1/2,SylhetSadar,Sylhet,Sylhet,Sylhet,"Zindabazar, Sylhet","2018-04-26 18:25:54"
317,GPSDR31,ROBI,1000,24.0957,90.4016,"Zip Net",20,"Zip Net 10 mb",jahirul.islam,"2018-05-04 10:40:51",ge-0/1/1,GazipurSadar,Dhaka,Gazipur,Rajendrapur_Chourasta,Rajendrapur_Chourasta,"2018-04-27 10:46:35"
318,LXRPR02,ROBI,1000,22.993501,90.774194,"Zip Net",20,"Loc A: Podma Bazar, rahimgonj Laxmipur
Loc B: LakshmipurSadar02  POP22.
993501, 90.774194",jahirul.islam,"2018-05-07 23:40:21",ge-0/2/0,LakshmipurSadar,Chittagong,Lakshmipur,"Rakhalia Bazar","Rakhalia Bazar","2018-04-30 13:46:01"
319,BAR_X0121,Banglalink,1000,22.6792,90.3553,"Zip Net",20,"Loc A: Master bari, Gazipur
Loc B: Banglalink,BarisalSadar(kotwali) POP
22.6792, 90.3553",jahirul.islam,"2018-05-07 23:55:32",ge-1/2/0,BarisalSadar(kotwali),Barisal,Barisal,Barisal,"Rupatoli, Barisal Sadar, Barisal","2018-04-30 13:59:04"
320,NAR0089,TELETALK,1000,23.75831,90.58216,"Zip Net",20,"Loc A: Bhulta, Narayongon 
Loc B: Teletalk Narayangong 89 POP Sonargaon,",jahirul.islam,"2018-05-07 23:55:12",ge-0/2/3,Sonargaon,Dhaka,Narayanganj,Pakunda,Pakunda,"2018-04-30 14:41:35"
321,Lemua-HO_MX,ROBI,1000,22.9604,91.4519,"Zip Net",20,"Loc A: Rajpara, Gopal , Chagolnaiya, Feni
Loc B: FeniSadar, Chittagong
22.9604, 91.4519",jahirul.islam,"2018-05-07 23:55:35",ge-1/1/7,FeniSadar,Chittagong,Feni,FeniSadar,FeniSadar,"2018-04-30 16:37:05"
322,FNSNG04,ROBI,1000,22.8747,91.4066,"Zip Net",20,"Loc A: Nijkungar Gopal Union, Chagolnaiya, Feni
Loc B: Feni Sodor 04 POP, Sonagazi
22.8747, 91.4066",jahirul.islam,"2018-05-07 23:55:46",ge-0/1/3,Sonagazi,Chittagong,Feni,Sonagazi,Sonagazi,"2018-04-30 16:45:51"
323,NAR0089,TELETALK,1000,23.75831,90.58216,"Zip Net",10,"Loc A:  Hera Sweater,Narayanganj
Loc B: Pakunda 0089 POP, Sonargaon, Narayangonj
23.75831, 90.58216",jahirul.islam,"2018-05-07 23:55:03",ge-0/2/3,Sonargaon,Dhaka,Narayanganj,Pakunda,Pakunda,"2018-04-30 17:25:14"
