id,site_name,existing_device_client,capacity,latitude,longitude,feasibility_client,feasibility_mbps,comment,booked_by,expiry_date,interface,city,division,district,location,address,created_at
110,DHK_X0715,Banglalink,1000,23.76432,90.40235,CCL,10,cr,rabeya.akter,"2018-04-08 10:35:59",ge-1/1/2,DMP,Dhaka,Dhaka,Dhaka,"Community central Ideal High School, 446 Tejgaon commercial area, Dhaka.","2018-03-29 10:39:49"
111,DHK_V4985,Banglalink,1000,23.99882,90.32182,CCL,10,cr,rabeya.akter,"2018-04-08 10:40:32",ge-0/1/2,GazipurSadar,Dhaka,Gazipur,"Kashimpur Road","Kashimpur Road","2018-03-29 10:43:21"
112,DHK_X0340,Banglalink,1000,23.79367,90.40918,CCL,20,cr,rabeya.akter,"2018-04-08 10:40:23",ge-1/1/3,DMP,Dhaka,Dhaka,Dhaka,"41, Kemal Ataturk Avenue, Banani, Dhaka","2018-03-29 10:45:15"
113,GPKNBA01ES01,SCL,1000,24.01083333,90.32277778,"Bright Teq",1,cr,rabeya.akter,"2018-04-08 10:45:52",Port18,GazipurSadar,Dhaka,Gazipur,"Joydevpur - Tangail Highway","Joydevpur - Tangail Highway","2018-03-29 10:50:45"
114,GPSDR30,ROBI,1000,23.904107,90.397031,CCL,1,cr,rabeya.akter,"2018-04-08 10:50:25",ge-0/2/3,GazipurSadar,Dhaka,Gazipur,Tongi,South_Auchpara,"2018-03-29 10:53:13"
115,DHUTA8,GP,1000,23.892917,90.378361,"Bright Teq",1,cr,rabeya.akter,"2018-04-08 10:50:03",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"House No: 49, Rajabari Eidgah Field, P.S: Uttara, Dhaka","2018-03-29 10:54:55"
116,JESDRC01JR01,SCL,1000,23.165,89.2135,CCL,1,cr,rabeya.akter,"2018-04-08 11:00:01",ge-1/3/8,Kotwali,Khulna,Jessore,Jessore,"M.S Orchid Centre, 44, M K Road, Jessor","2018-03-29 11:00:52"
117,GPMWNA01JR01,SCL,1000,24.220878,90.411753,CCL,1,cr,rabeya.akter,"2018-04-08 11:05:04",ge-0/1/3,Sreepur,Dhaka,Gazipur,Mawna,"Super Complex, Mawna Chowrasta, Shreepur, Gazipur.","2018-03-29 11:07:52"
118,HA5505_MX104,SCL,1000,24.201939,91.351369,"Bright Teq",5,CR,rabeya.akter,"2018-04-08 11:20:54",ge-0/1/7,Madhabpur,Sylhet,Habiganj,"Dhaka - Sylhet Highway","Dhaka - Sylhet Highway","2018-03-29 11:23:45"
119,SYSDR62,ROBI,1000,24.9129,91.8482,"Amber IT",5,cr,rabeya.akter,"2018-04-08 11:25:59",ge-0/2/3,SylhetSadar,Sylhet,Sylhet,Sylhet,Baghbari_GP,"2018-03-29 11:33:23"
120,SYSDR43,ROBI,1000,24.9037,91.8921,CCL,25,cr,rabeya.akter,"2018-04-08 11:35:07",ge-0/2/3,SylhetSadar,Sylhet,Sylhet,Sylhet,Baishakhi_R_A_Outdoor,"2018-03-29 11:40:08"
121,DHK_X0477,Banglalink,1000,23.58895,90.5005,ADN,1,CR,rabeya.akter,"2018-04-08 13:30:03",ge-1/1/2,NarayanganjSadar,Dhaka,Narayanganj,"Narayanganj - Munshiganj Highway","Alamgir Hossain(1715264988), Vill: Saiyedpur, P.O+P.S: Narayanganj, Dist: Narayanganj","2018-03-29 13:34:03"
122,DHKAK9,GP,1000,23.738833,90.407556,ADN,1,CR,rabeya.akter,"2018-04-08 13:30:50",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,"Thomas Tower, 85/1E, Kakrail, Dhaka-1000","2018-03-29 13:35:28"
123,DHBSL2,GP,1000,23.71721,90.405834,ADN,1,CR,rabeya.akter,"2018-04-08 13:40:03",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"177, Bangsal Road, Dhaka","2018-03-29 13:41:46"
124,DHKAK2A01ES01,SCL,10000,23.736222,90.409583,CCL,5,cr,rabeya.akter,"2018-03-29 13:50:27",Port26,DMP,Dhaka,Dhaka,Dhaka,"Pioneer Road","2018-03-29 13:53:44"
125,BMASJP01ES01,SCL,100,24.04374,91.0146,CCL,5,cr,rabeya.akter,"2018-04-08 13:55:33",Port10,Ashuganj,Chittagong,Brahmanbaria,Ashuganj,"Tranning Center Road","2018-03-29 13:56:41"
126,LXMND1,GP,1000,22.940889,90.908806,Circle,100,CR,rabeya.akter,"2018-04-08 13:55:47",ge-0/1/0,LakshmipurSadar,Chittagong,Lakshmipur,"Fatema Monzil, Madaribazar, Laxipur Sadar, Laxmipur","Fatema Monzil, Madaribazar, Laxipur Sadar, Laxmipur","2018-03-29 13:59:46"
127,MBSDR04,ROBI,1000,24.4799,91.7657,Aamra,25,CR,rabeya.akter,"2018-04-08 14:20:43",ge-0/1/2,MaulviBazarSadar,Sylhet,Maulavirbazar,Moulvibazar,Moulvibazar_BTTB,"2018-03-29 14:23:52"
128,SYSDR30,ROBI,1000,24.9005,91.9133,"Amber IT",20,cr,rabeya.akter,"2018-04-08 14:55:41",ge-0/2/3,SylhetSadar,Sylhet,Sylhet,"Purabi R/A",Purobi_RA,"2018-03-29 14:57:45"
129,CXUKH06,ROBI,1000,21.21,92.16331111,BTS,5,CR,rabeya.akter,"2018-04-08 15:00:17",ge-0/1/1,Ukhia,Chittagong,"Coxs Bazar",Ukhia,"Kutu Palong Land 55m","2018-03-29 15:02:32"
130,CXUKH06A01ES01,SCL,1000,21.21,92.16331111,BTS,5,CR,rabeya.akter,"2018-04-08 15:00:52",Port7,Ukhia,Chittagong,"Coxs Bazar",Ukhia,Ukhia,"2018-03-29 15:05:05"
131,CRSLMGW1,AIRTEL,1000,24.8973,91.8676,"Bangla PHN",1,cr,rabeya.akter,"2018-04-08 16:25:38",ge-0/2/4,SylhetSadar,Sylhet,Sylhet,Sylhet,"Kazi Ilias Road","2018-03-29 16:27:50"
132,DHKRBB,GP,1000,23.747278,90.398833,"Bright Teq",1,cr,rabeya.akter,"2018-04-08 17:45:31",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,"28/6,New Estaton Road,P/S-Ramna,Dhaka-1000","2018-03-29 17:48:42"
133,DHSAB6,GP,1000,23.798583,90.35225,"Bright Teq",1,cr,rabeya.akter,"2018-04-08 17:50:35",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,"Rabiul plaza, Industrial Plot No C-1/Kha, Section-1, Mirpur,  Dhaka.","2018-03-29 17:50:50"
134,DHSAB4,GP,1000,23.797278,90.356389,CCL,10,cr,rabeya.akter,"2018-04-08 18:20:13",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"House: 108/2 Shahali Bagh Mirpur-1, Dhaka","2018-03-29 18:23:26"
135,CMHMN10,ROBI,1000,23.655722,90.788778,"Asia Intel",50,booked,partha.sarkar,"2018-04-07 20:50:51",ge-0/2/1,Homna,Chittagong,Comilla,"Saifullahkandi 25 m","Saifullahkandi 25 m","2018-03-29 20:55:21"
136,DHK_X4262,Banglalink,1000,23.99743,90.26483,Aamra,25,CR,rabeya.akter,"2018-04-08 11:15:22",ge-1/2/0,GazipurSadar,Dhaka,Gazipur,"Madhobpur Road","Uttar Panishail, Molla para, Zirani Bazar, Savar","2018-04-01 11:18:12"
137,CDSDR03A01ES01,SCL,1000,23.643878,88.846886,cnet,30,cr,rabeya.akter,"2018-04-08 13:15:40",Port16,ChuadangaSadar,Khulna,Chuadanga,Chuadanga,"Jhenaidah - Chuadanga Road","2018-04-01 13:19:26"
138,NOSNB08,ROBI,1000,23.072612,91.163532,Circle,5,cr,rabeya.akter,"2018-04-08 13:50:28",ge-0/2/0,Sonaimuri,Chittagong,Noakhali,Birahimpur,Birahimpur,"2018-04-01 13:55:15"
139,NOSNB08,ROBI,1000,23.072612,91.163532,Circle,10,cr,rabeya.akter,"2018-04-08 14:00:26",ge-0/1/0,Sonaimuri,Chittagong,Noakhali,Birahimpur,Birahimpur,"2018-04-01 14:03:10"
140,NGSDR03,ROBI,1000,23.6121,90.5032,bright,5,cr,rabeya.akter,"2018-04-08 16:40:02",ge-0/2/2,NarayanganjSadar,Dhaka,Narayanganj,Narayanganj,Noyamati,"2018-04-01 16:43:09"
141,KSBRB08,ROBI,1000,24.1002,90.9836,Nextgen,50,CR,rabeya.akter,"2018-04-08 17:00:12",ge-0/2/3,Bhairab,Dhaka,Kishoreganj,"Shimulkandi, Bhairab Land","Shimulkandi, Bhairab Land","2018-04-01 17:02:22"
142,CPFDG01,ROBI,1000,23.129528,90.7323889,"Tomato Web",30,cr,rabeya.akter,"2018-04-08 17:35:19",ge-0/1/2,Faridganj,Chittagong,Chadpur,Faridganj,Faridganj,"2018-04-01 17:37:31"
143,CMMDN04,ROBI,1000,23.6346,90.8749,"Tomato Web",30,cr,rabeya.akter,"2018-04-08 17:40:01",ge-0/1/3,Muradnagar,Chittagong,Comilla,Bakrabad,Bakrabad,"2018-04-01 17:39:59"
144,NAR0089,TELETALK,1000,23.75831,90.58216,"link 3",60,cr,rabeya.akter,"2018-04-08 18:05:26",ge-0/2/2,Sonargaon,Dhaka,Narayanganj,Pakunda,Pakunda,"2018-04-01 18:10:12"
145,PBISR01,ROBI,1000,24.127,89.0646,ADN,2,CR,rabeya.akter,"2018-04-08 10:55:06",xe-0/3/0,Ishwardi,Rajshahi,Pabna,Ishwardi,Ishwardi,"2018-04-02 10:59:13"
146,DHK_X2687,Banglalink,1000,23.62495,90.47205,Agni,5,CR,rabeya.akter,"2018-04-08 11:25:02",ge-1/1/2,NarayanganjSadar,Dhaka,Narayanganj,Fatulla,"Sasongaon,Enayat nagar,fatulla,Narayanganj","2018-04-02 11:28:27"
147,RSBLA05,ROBI,1000,24.3788,88.5644,Agni,10,CR,rabeya.akter,"2018-04-08 11:25:37",ge-0/2/1,Rajpara,Rajshahi,Rajshahi,Rajshahi,"Court Station Morh","2018-04-02 11:29:43"
148,MGSDR03,ROBI,1000,23.89346703,90.0335993,Agni,10,CR,rabeya.akter,"2018-04-08 11:30:43",ge-0/2/0,ManikganjSadar,Dhaka,Manikganj,Manikganj_BSCIC,Manikganj_BSCIC,"2018-04-02 11:34:00"
149,DHSHM20,ROBI,1000,23.6797,90.4468,Agni,5,CR,rabeya.akter,"2018-04-08 12:45:19",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,"Kadamtoli I/A","2018-04-02 12:49:29"
150,NSSDR06,ROBI,1000,23.9082,90.6871,Agni,5,CR,rabeya.akter,"2018-04-08 12:50:06",ge-0/2/3,NarsingdiSadar,Dhaka,Narsingdi,Shaheprotab,Shaheprotab,"2018-04-02 12:52:11"
151,DHKRB3,GP,1000,23.751906,90.392886,CCL,25,CR,rabeya.akter,"2018-04-08 15:55:41",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"Amborshah Hafizia Islamia Madrasa, Plot# 16, Kawran Bazar, Dhaka-1215","2018-04-02 15:57:47"
152,SL6145,AIRTEL,1000,24.830975,92.162336,CCL,25,CR,rabeya.akter,"2018-04-08 15:55:34",ge-0/2/3,BeaniBazar,Sylhet,Sylhet,R281,R281,"2018-04-02 15:59:41"
153,SNCTK03,ROBI,1000,24.9274,91.5462,CCL,10,CR,rabeya.akter,"2018-04-08 16:00:58",ge-0/2/2,Chhatak,Sylhet,Sunamganj,Lokkomsum,"Sunamganj - Sylhet Highway","2018-04-02 16:02:05"
154,SYGLP04,ROBI,1000,24.847325,91.951148,CCL,25,cr,rabeya.akter,"2018-04-08 16:00:34",ge-0/2/3,Golabganj,Sylhet,Sylhet,Hetimganj,Hetimganj,"2018-04-02 16:05:35"
155,CMSDRC01ES01,SCL,1000,23.466194,91.174119,"winner Communications",20,q,partha.sarkar,"2018-05-01 01:05:25",Port1,ComillaSadarDakshin,Chittagong,Comilla,Comilla,"Dhaka - Comilla - Chittagong Bypass Road","2018-04-02 16:59:36"
156,SYNR1M,GP,1000,24.910612,91.941018,CCL,10,CR,rabeya.akter,"2018-04-08 17:15:13",ge-0/1/2,SylhetSadar,Sylhet,Sylhet,"Nazimgarh Resort, Sylhet","Nazimgarh Resort, Sylhet","2018-04-02 17:19:19"
157,HA5505_MX104,SCL,1000,24.201939,91.351369,CCL,10,CR,rabeya.akter,"2018-04-08 17:20:48",ge-0/0/5,Madhabpur,Sylhet,Habiganj,"Dhaka - Sylhet Highway","Dhaka - Sylhet Highway","2018-04-02 17:22:55"
158,MBSML18,ROBI,1000,24.2938,91.7661,CCL,10,cr,rabeya.akter,"2018-04-08 17:20:37",ge-0/2/3,Sreemangal,Sylhet,Maulavirbazar,"Unnamed Road","Unnamed Road","2018-04-02 17:24:53"
159,SYSDR06,ROBI,1000,24.9037,91.8798,CCL,10,CR,rabeya.akter,"2018-04-08 17:30:05",ge-0/2/3,SylhetSadar,Sylhet,Sylhet,Sylhet,Sylhet_BTTB,"2018-04-02 17:32:13"
160,SYAMB1,GP,1000,24.909708,91.86805,CCL,10,cr,rabeya.akter,"2018-04-08 17:30:23",ge-0/1/2,SylhetSadar,Sylhet,Sylhet,Sylhet,"Amberkhana 1","2018-04-02 17:33:23"
161,HGSDR04,ROBI,1000,24.3709,91.4172,CCL,10,cr,rabeya.akter,"2018-04-08 11:10:26",ge-0/2/0,HabiganjSadar,Sylhet,Habiganj,Habiganj,Jamil_complex,"2018-04-03 11:15:47"
162,DHKAK4,GP,1000,23.73637,90.405555,CCL,30,cr,rabeya.akter,"2018-04-08 11:25:28",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,"1/1, Pioneer Road, Kakrail, Ramna, Dhaka-1000","2018-04-03 11:26:32"
163,DHK_X0347,Banglalink,1000,23.77212,90.39034,CCL,15,cr,rabeya.akter,"2018-04-08 11:25:05",ge-1/2/0,DMP,Dhaka,Dhaka,"Falcon Tower, Bijoy Shoroni, Tejgaon, Dhaka","Falcon Tower, Bijoy Shoroni, Tejgaon, Dhaka","2018-04-03 11:29:04"
164,DHSTR24,ROBI,1000,23.7107,90.4231,telnet,1,cr,rabeya.akter,"2018-04-08 12:50:43",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,"Sharat Gupta Rd","2018-04-03 12:52:45"
165,DHKFR20,ROBI,1000,23.8038,90.387,CCL,2,CR,rabeya.akter,"2018-04-08 15:45:19",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,CRP_Mirpur_outdoor,"2018-04-03 15:47:12"
166,DHHN1M,GP,1000,23.76164551,90.38944747,"Brac Net",10,Q,partha.sarkar,"2018-05-04 12:25:15",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"58/2, Khalek Sarani, Tejkuni Para, Dhaka","2018-04-04 12:33:14"
167,DHK_X0715,Banglalink,1000,23.76432,90.40235,"Brac Net",10,Q,partha.sarkar,"2018-05-04 02:10:51",ge-1/1/3,DMP,Dhaka,Dhaka,Dhaka,"Community central Ideal High School, 446 Tejgaon commercial area, Dhaka.","2018-04-04 12:37:48"
168,DHFATI,GP,1000,23.730497,90.409243,Bracnet,10,Q,partha.sarkar,"2018-05-09 12:40:17",ge-0/2/1,DMP,Dhaka,Dhaka,Dhaka,"Polton, Dhaka.","2018-04-04 12:45:48"
169,CMSDR97,ROBI,1000,23.46584,91.17436,"winner Communications",30,Q,partha.sarkar,"2018-05-09 01:05:24",ge-0/1/2,ComillaSadarDakshin,Chittagong,Comilla,Comilla,Jhawtala_1,"2018-04-04 12:55:49"
170,RS7420,AIRTEL,1000,24.370506,88.617996,Agni,10,cr,rabeya.akter,"2018-04-08 15:00:24",xe-0/3/0,Boalia,Rajshahi,Rajshahi,Rajshahi,"Bhodra Road","2018-04-04 15:03:41"
171,SYJPM1,GP,1000,24.93119,91.91233,CCL,5,cr,rabeya.akter,"2018-04-08 16:35:27",ge-0/1/2,SylhetSadar,Sylhet,Sylhet,"Jalalabad Gas Plant, Chevron Ltd. Sylhet","Jalalabad Gas Plant, Chevron Ltd. Sylhet","2018-04-04 16:38:38"
172,CGPTG08,ROBI,1000,22.2374,91.8125,CCL,2,cr,rabeya.akter,"2018-04-09 16:40:02",ge-0/2/3,"Chittagong City",Chittagong,Chittagong,Chittagong,Nizam_Market,"2018-04-04 16:44:21"
173,JSSDR13,ROBI,1000,23.1749,89.1623,CCL,2,cr,rabeya.akter,"2018-04-09 16:50:16",ge-0/2/3,Kotwali,Khulna,Jessore,Jessore,Jessore_Airport,"2018-04-04 16:52:36"
174,NWSDR01,ROBI,1000,24.597,88.2702,"Tomato Web",30,CR,rabeya.akter,"2018-04-09 13:25:51",ge-0/2/2,NawabganjSadar,Rajshahi,"Chapai Nawabganj","Chapai Nawabganj","Chapai Nawabganj","2018-04-05 13:29:55"
175,PTMZG03,ROBI,1000,22.401143,90.247096,"Amber IT",2,CR,rabeya.akter,"2018-04-09 16:05:45",ge-0/2/2,Mirzaganj,Barisal,Patuakhali,"Shubidhkhali Road","Shubidhkhali Road","2018-04-05 16:12:12"
176,FPBLM01A01ES01,SCL,1000,23.3878,89.6801,"Amber IT",2,CR,rabeya.akter,"2018-04-09 16:10:18",Port28,Boalmari,Dhaka,Faridpur,Boalmari,"Post Office - Bazar Road","2018-04-05 16:15:24"
177,NGSDR03,ROBI,1000,23.6121,90.5032,BOL,1,CR,rabeya.akter,"2018-04-09 16:50:23",ge-0/2/2,NarayanganjSadar,Dhaka,Narayanganj,Narayanganj,Noyamati,"2018-04-05 16:55:39"
178,CGRNG03,ROBI,1000,22.57,92.04230833,Link3,50,Q,partha.sarkar,"2018-05-05 01:05:17",ge-0/2/1,Rangunia,Chittagong,Chittagong,"Ranir Haat","Ranirhat, Rangunia","2018-04-05 19:03:29"
179,KHSND02,ROBI,1000,22.8093,89.5508,"Bright Teq",10,CR,rabeya.akter,"2018-04-15 12:00:52",ge-0/1/3,Sonadanga,Khulna,Khulna,Khulna,Bashupara,"2018-04-08 12:03:55"
180,DH0002,AIRTEL,1000,23.921303,90.136594,"Amber IT",10,CR,rabeya.akter,"2018-04-15 12:10:59",ge-0/1/3,Savar,Dhaka,Dhaka,Kalampur,"R 326142005","2018-04-08 12:11:54"
181,DHUTA8,GP,1000,23.892917,90.378361,"Amber IT",25,CR,rabeya.akter,"2018-04-15 12:15:07",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"House No: 49, Rajabari Eidgah Field, P.S: Uttara, Dhaka","2018-04-08 12:17:21"
182,DH5MOHA01ES01,SCL,1000,23.781406,90.400632,"Bright Teq",15,CR,rabeya.akter,"2018-04-15 12:30:18",Port22,DMP,Dhaka,Dhaka,Dhaka,"Bir Uttam AK Khandakar Road","2018-04-08 12:34:36"
183,KUSDR04,ROBI,1000,23.8915,89.1103,"Bright Teq",15,CR,rabeya.akter,"2018-04-15 12:35:10",ge-0/2/0,KushtiaSadar,Khulna,Kushtia,Kushtia,Chourhas,"2018-04-08 12:35:58"
184,CGCDG06,ROBI,1000,22.3618,91.8517,"Bright Teq",2,CR,rabeya.akter,"2018-04-15 13:30:18",ge-0/2/2,"Chittagong City",Chittagong,Chittagong,Chittagong,Rahattar_pool,"2018-04-08 13:32:10"
185,KUSDR14,ROBI,1000,23.8938,89.1286,"Bright Teq",15,CR,rabeya.akter,"2018-04-15 13:40:00",ge-0/2/2,KushtiaSadar,Khulna,Kushtia,Kushtia,"Jailkhana morh","2018-04-08 13:44:48"
186,CGSKD13,ROBI,1000,22.6,91.65547222,BBTSL,10,CR,rabeya.akter,"2018-04-15 14:00:09",ge-0/1/2,Sitakunda,Chittagong,Chittagong,Muradpur,"Muradpur,2","2018-04-08 14:06:22"
187,HGSDR01A01ES01,SCL,1000,24.383558,91.413556,"Amber IT",5,CR,rabeya.akter,"2018-04-15 14:30:06",Port2,HabiganjSadar,Sylhet,Habiganj,Habiganj,"Puran Munsefi Road","2018-04-08 14:34:10"
188,BGMNG02A01ES01,SCL,1000,22.5313,89.59,ADN,5,CR,rabeya.akter,"2018-04-15 17:25:27",Port5,Mongla,Khulna,Bagerhat,Mongla,"Khulna - Mongla Highway","2018-04-08 17:25:31"
189,CGMIR03,ROBI,1000,22.78,91.57168056,ADN,5,CR,rabeya.akter,"2018-04-15 17:35:05",ge-0/1/0,Mirsharai,Chittagong,Chittagong,Mirsharai,Mirersorai,"2018-04-08 17:35:11"
190,SGROY03,ROBI,1000,24.5531,89.5056,ADN,5,CR,rabeya.akter,"2018-04-15 17:35:27",ge-0/2/0,Royganj,Rajshahi,Sirajganj,"Parents Home","Parents Home","2018-04-08 17:38:37"
191,MGSNG01,ROBI,1000,23.817,90.1461,robi,100,CR,rabeya.akter,"2018-04-09 12:00:46",ge-0/2/0,Singair,Dhaka,Manikganj,Singair,Singair,"2018-04-09 12:07:16"
192,DHDHM10,ROBI,1000,23.9119,90.1858,BBTSL,10,CR,rabeya.akter,"2018-04-16 12:30:11",xe-0/3/0,Dhamrai,Dhaka,Dhaka,"Dhaka-Aricha Highway","Dhaka-Aricha Highway","2018-04-09 12:34:24"
193,DHK_X4262,Banglalink,1000,23.99743,90.26483,"Amber IT",10,CR,rabeya.akter,"2018-04-15 12:40:13",ge-1/1/2,GazipurSadar,Dhaka,Gazipur,"Madhobpur Road","Uttar Panishail, Molla para, Zirani Bazar, Savar","2018-04-09 12:42:16"
194,DHK_X2776,Banglalink,1000,24.10742,90.36616,"Amber IT",30,CR,rabeya.akter,"2018-04-15 12:55:03",ge-1/2/0,GazipurSadar,Dhaka,Gazipur,"Mirzapur - Monipur Road","Hazi Md. Aminul Haque, Purbodugori, Mirzapur Bazar, Gazipur Sadar, Gazipur","2018-04-09 12:55:07"
195,BRSDR05,ROBI,1000,22.1709,90.176,"Brac Net",10,q,partha.sarkar,"2018-05-08 08:40:27",ge-0/2/3,"Barguna Sadar",Barisal,Barguna,Kadamtola_GP,Kadamtola_GP,"2018-04-09 13:56:56"
196,SKSDR03,ROBI,1000,22.7347,89.0618,"Sync Com",20,Q,partha.sarkar,"2018-05-08 08:40:16",ge-1/2/0,SatkhiraSadar,Khulna,Satkhira,Kadamtola,Kadamtola,"2018-04-09 15:51:15"
197,BSBKG01,ROBI,1000,22.5417,90.3372,"computer mate",50,Q,partha.sarkar,"2018-05-09 22:45:59",ge-0/2/3,Bakerganj,Barisal,Barisal,Bakergonj,Bakerganj,"2018-04-10 22:54:18"
198,CGHTZ57,ROBI,1000,22.5109,91.805,"Amber IT",2,CR,rabeya.akter,"2018-04-18 11:20:09",ge-0/2/2,Hathazari,Chittagong,Chittagong,Hathazari,Mirerhat2_Airtel_1,"2018-04-11 11:24:31"
199,FPSDR09,ROBI,1000,23.6068,89.8295,CCL,10,Cr,rabeya.akter,"2018-04-18 11:30:49",ge-0/2/3,FaridpurSadar,Dhaka,Faridpur,Faridpur,Middle_Alipur,"2018-04-11 11:35:47"
200,FPSDR10,ROBI,1000,23.6068,89.8367,CCL,10,CR,rabeya.akter,"2018-04-18 11:35:08",ge-0/2/3,FaridpurSadar,Dhaka,Faridpur,Faridpur,South_Alipur,"2018-04-11 11:37:05"
201,JSSDR08,ROBI,1000,23.1938,89.1822,CCL,10,CR,rabeya.akter,"2018-04-18 11:35:42",ge-0/2/3,Kotwali,Khulna,Jessore,Jessore,Jessore_Cantt_,"2018-04-11 11:39:45"
202,KL5258,AIRTEL,1000,22.810492,89.560294,CCL,10,CR,rabeya.akter,"2018-04-18 11:40:41",ge-0/1/3,KhulnaSadar,Khulna,Khulna,Khulna,"KDA Avenue","2018-04-11 11:45:40"
203,DHK_X1195,Banglalink,1000,24.7512,90.39885,CCL,10,CR,rabeya.akter,"2018-04-18 11:45:22",ge-1/1/2,MymensinghSadar,Mymensingh,Mymensingh,"Aaqua Road","9/1,RK mission road,Aqua,Mymensingh Sadar,Mymensingh","2018-04-11 11:49:20"
204,MYSDRP01JR01,SCL,1000,24.73469,90.42146,CCL,10,CR,rabeya.akter,"2018-04-18 11:45:39",ge-1/3/2,MymensinghSadar,Mymensingh,Mymensingh,Mymensingh,"Kawatkhali, WAPDA morr","2018-04-11 11:50:53"
205,DHK_X0362,Banglalink,1000,23.62709,90.49614,CCL,10,CR,rabeya.akter,"2018-04-18 11:50:25",ge-1/2/0,NarayanganjSadar,Dhaka,Narayanganj,Narayanganj,"Hasibul Islam Khan, H #126/2, Upazila Road, Chanmari, Chashara, Narayanganj","2018-04-11 11:52:36"
206,DHK_X0362,Banglalink,1000,23.62709,90.49614,CCL,10,CR,rabeya.akter,"2018-04-18 11:50:25",ge-1/2/0,NarayanganjSadar,Dhaka,Narayanganj,Narayanganj,"Hasibul Islam Khan, H #126/2, Upazila Road, Chanmari, Chashara, Narayanganj","2018-04-11 11:52:37"
207,DHSRZI,GP,1000,23.74713889,90.41084722,CCL,5,CR,rabeya.akter,"2018-04-18 13:55:29",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"New Circular road, Moghbazar, Dhaka","2018-04-11 13:55:50"
208,DHKZP1,GP,1000,23.795194,90.372583,"Bijoy Online",10,CR,rabeya.akter,"2018-04-18 15:30:58",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"827/2/5, West Kazipara, Mirpur, Dhaka","2018-04-11 15:33:30"
209,DHMRP31,ROBI,1000,23.7908,90.3482,ccl,5,CR,rabeya.akter,"2018-04-18 17:50:18",ge-0/2/2,DMP,Dhaka,Dhaka,Dhaka,"Majar Rd","2018-04-11 17:53:10"
210,DHK_X1603,Banglalink,1000,23.74252,90.41448,CCL,5,cr,rabeya.akter,"2018-04-18 18:05:33",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,"Bhuiyan Road","2018-04-11 18:05:42"
211,DHSRZI,GP,1000,23.74713889,90.41084722,CCL,5,cr,rabeya.akter,"2018-04-18 18:05:05",ge-0/1/2,DMP,Dhaka,Dhaka,Dhaka,"New Circular road, Moghbazar, Dhaka","2018-04-11 18:08:13"
212,DHBNNL,GP,1000,23.788139,90.401556,CCL,10,CR,rabeya.akter,"2018-04-18 18:10:04",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"Ophellia Tower, House No.120, Road No.1, Block-F, Banani, Dhaka-1213.","2018-04-11 18:12:31"
213,DHK_X0598,Banglalink,1000,23.78678,90.34795,CCL,5,CR,rabeya.akter,"2018-04-18 18:10:35",ge-1/2/0,DMP,Dhaka,Dhaka,Dhaka,"Mr. Almas Khan, 282/1, Selina General Hospital, Mazar road, Mirpur, Dhaka","2018-04-11 18:14:47"
214,DHBDD20,ROBI,1000,23.7835,90.4285,CCL,10,CR,rabeya.akter,"2018-04-18 18:15:15",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,Moinerbag,"2018-04-11 18:16:26"
215,DHKBNC,GP,1000,23.750444,90.379083,CCL,10,CR,rabeya.akter,"2018-04-18 18:15:33",ge-0/1/3,DMP,Dhaka,Dhaka,Dhaka,"67/D, Dhanmondi, Municipal Holding # 156, Lake Circus, Kalabagan, Mirpur Road, Dhaka-1205","2018-04-11 18:19:43"
216,DHK_X3823,Banglalink,1000,23.7538,90.3783,CCL,10,CR,rabeya.akter,"2018-04-18 18:20:03",ge-1/2/1,DMP,Dhaka,Dhaka,Dhaka,"89/2,Sukrabad, Dhaka","2018-04-11 18:21:12"
217,DHTRG10,ROBI,1000,23.8932,90.3665,BBTSL,15,cr,rabeya.akter,"2018-04-19 12:25:48",ge-0/2/3,DMP,Dhaka,Dhaka,Dhaka,"Ashulia Morh Land_WARID","2018-04-12 12:26:08"
218,GPKLK10,ROBI,1000,24.0837,90.2011,Aamra,25,CR,rabeya.akter,"2018-04-19 18:05:02",ge-0/2/3,Kaliakair,Dhaka,Gazipur,Kaliakair,"Kaliakoir 55m Land","2018-04-12 18:06:10"
