Hostname,Resource Name,IP Address,Alias,Resource,Average,Minimum,Maximum,95th Percentile
SYKAD3,GigabitEthernet0/2/3,10.153.5.128,"HUAWEI, GigabitEthernet0/2/3 Interface",GigabitEthernet0/2/3,1,1,1,1
DHUTK15,ge-0/2/0,10.1.158.132,To-DHUTK02_Ring-158_OH,ge-0/2/0,1,1,1,1
PALTAN-IIG-NEXUS-SW4.summitiig.n,Ethernet1/24,172.16.201.78,@@ZX-ONLINE-zxon_070218_94_ic_ODF-2-Tray-1-Port-6@@,Ethernet1/24,1,1,1,1
TNSDRB01ES01,Port4,172.30.161.2,To_ADNSL_DHK-to-TangailPOP,Port4,1,1,1,1
DHLAL2,ge-0/1/1,10.1.82.128,To-DHSHM8,ge-0/1/1,1,1,1,1
BGRMP02,GigabitEthernet0/2/1,10.9.101.129,UNI:BGRMP02-ge-0/2/0-abil_241018_050_nd,GigabitEthernet0/2/1,1,1,1,1
MGSDR03,ge-0/1/2,10.95.104.128,,ge-0/1/2,1,1,1,1
MGSDR03,ge-0/1/3,10.95.104.128,,ge-0/1/3,1,1,1,1
BGMNG01,GigabitEthernet0/2/0,10.9.102.128,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
MGSDR03,ge-0/1/1,10.95.104.128,,ge-0/1/1,1,1,1,1
DHK_X1690,xe-1/3/0,10.4.10.129,To-DHK_X0965,xe-1/3/0,1,1,1,1
UTTARA-AGG-RTR.summitiig.net,TenGigE0/0/0/16,172.16.201.237,TO-UTR-CORE-1-Te5/0/0-VIA-DOT-2-LINK-10,TenGigE0/0/0/16,1,1,1,1
DHK_M1251,ge-0/2/0,10.1.142.133,To-DHRMN14_Ring-142_OH,ge-0/2/0,1,1,1,1
DC-IIG-SW-12.summitiig.net,Ethernet1/25,172.16.201.50,,Ethernet1/25,1,1,1,1
SYL4030,ge-0/1/0,10.156.201.128,To_TeleTalk-2G-Service,ge-0/1/0,1,1,1,1
DC-SW-9.summitiig.net,Te1/26,172.16.201.42,@@ BBTS-PRI-NTTN-ODF1-T3-P5@@,Te1/26,1,1,1,1
MNSRK16,Ethernet0/0/0,10.1.171.135,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
JSSDR08,Ethernet0/0/0,10.63.103.131,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
MYSDR01,GigabitEthernet0/2/6,10.147.102.131,UNI:cpcl_121218_001_nb,GigabitEthernet0/2/6,1,1,1,1
BSSDR05A01ES01,Trunk1,172.30.15.18,To-BSSDR05,Trunk1,1,1,1,1
KHU_X0529,Eth-Trunk0,10.223.2.128,"HUAWEI, Eth-Trunk0 Interface",Eth-Trunk0,1,1,1,1
RPSDRC01JR01,ge-1/2/6,10.141.0.129,To-RAN4017_TeleTalk_Rangpur_Ring-2,ge-1/2/6,1,1,1,1
SNSDR03A01ES01,Port2,172.30.151.2,To_BTS_Summit_to_SNSDR03,Port2,1,1,1,1
MDSDR01A01ES01,Port7,172.30.91.2,,Port7,1,1,1,1
HGBBL01,GigabitEthernet0/2/1,10.59.102.130,Bdcom_DHKtoBahubal,GigabitEthernet0/2/1,1,1,1,1
CGSUGT-HO,xe-2/0/2,10.33.100.140,To-GECPOP-Core,xe-2/0/2,1,1,1,1
DHSAVW,ge-0/0/0,10.1.41.131,,ge-0/0/0,1,1,1,1
DHSAVW,ge-0/0/2,10.1.41.131,,ge-0/0/2,1,1,1,1
DHCBHI,ge-0/0/0,10.3.5.129,,ge-0/0/0,1,1,1,1
DHCBHI,ge-0/0/2,10.3.5.129,,ge-0/0/2,1,1,1,1
SYL_X0026,Eth-Trunk0,10.156.1.128,"HUAWEI, Eth-Trunk0 Interface",Eth-Trunk0,1,1,1,1
DHDMR1,ge-0/1/2,10.1.58.129,,ge-0/1/2,1,1,1,1
GBSGT02,xe-0/3/0,10.53.100.130,,xe-0/3/0,1,1,1,1
GBSGT02,xe-0/3/1,10.53.100.130,,xe-0/3/1,1,1,1,1
DHK_X1091,ge-0/2/0,10.191.6.130,,ge-0/2/0,1,1,1,1
DHK_X1091,ge-0/2/1,10.191.6.130,,ge-0/2/1,1,1,1,1
DHEPR3,ge-0/1/1,10.1.8.131,To-DHEPR4_Ring-8_UG+OH,ge-0/1/1,1,1,1,1
DHK_X0381,xe-1/3/0,10.4.23.130,To-DHK_X0041,xe-1/3/0,1,1,1,1
BAR_X0143,GigabitEthernet0/2/2,10.65.1.129,To-BAR_X0189,GigabitEthernet0/2/2,1,1,1,1
DHPLB26,ge-0/1/0,10.1.135.130,,ge-0/1/0,1,1,1,1
BAR_X0143,GigabitEthernet0/2/1,10.65.1.129,eth-trunk 0,GigabitEthernet0/2/1,1,1,1,1
KHU_X0186,Eth-Trunk0,10.201.6.128,"HUAWEI, Eth-Trunk0 Interface",Eth-Trunk0,1,1,1,1
CGAKTC01ES01,Port6,172.30.33.14,MMCom DHK-CTG,Port6,1,1,1,1
DHMRPB01ES01,Ethernet_53,172.30.1.178,From_MRP_MX80,Ethernet_53,1,1,1,1
DHSHM09,ge-0/2/2,10.1.101.129,To-ADN_SCL_to_Shyampur09_link-1,ge-0/2/2,1,1,1,1
JSJKR01,GigabitEthernet0/2/24,10.63.102.130,NNI:JSSDR07-GE0/2/25-JSJKR01-GE0/2/24,GigabitEthernet0/2/24,1,1,1,1
KHU_X0438,Ethernet0/0/0,10.204.1.133,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHK_X2528,GigabitEthernet0/2/22,10.194.8.128,"HUAWEI, GigabitEthernet0/2/22 Interface",GigabitEthernet0/2/22,1,1,1,1
CXSDRC01JR01,xe-1/2/0,10.45.0.130,To-CGAGBC01JR02_IP-Tunnel_ViaDWDM_3TDX-TX2/RX2,xe-1/2/0,1,1,1,1
CTG_X0522,xe-1/3/1,10.222.1.129,To-CTG_X0645,xe-1/3/1,1,1,1,1
NGSNG11,GigabitEthernet0/2/19,10.109.108.130,To-NAR4020_TBL_Ring-201,GigabitEthernet0/2/19,1,1,1,1
MYM0003,ge-0/1/1,10.103.201.129,To-MYM0063,ge-0/1/1,1,1,1,1
DHKHNN,ge-0/2/1,10.1.52.133,To-DHUAT7_Ring-52_OH,ge-0/2/1,1,1,1,1
DHBAR5,ge-0/1/2,10.1.2.130,To-DHBARB_Ring-02_OH,ge-0/1/2,1,1,1,1
BSJM01_DHK_X1167,Ethernet0/0/0,10.206.1.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHUTTE8,ge-1/1/0,10.1.53.131,To-DHUT4M,ge-1/1/0,1,1,1,1
BOSDRC01ES01-0,Port9,172.30.25.2,Bracnet_DHK-Bogra,Port9,1,1,1,1
CGPTA04,ge-0/1/0,10.33.100.153,To-CGPTA38,ge-0/1/0,1,1,1,1
DHGRN1,ge-0/1/1,10.1.8.133,To-DHEPR4_Ring-8_OH,ge-0/1/1,1,1,1,1
NAW0009,ge-0/2/1,10.31.201.133,To-NWSDR18_CPN-TT-RING-201,ge-0/2/1,1,1,1,1
SYL_X0612,GigabitEthernet0/2/22,10.215.3.128,"HUAWEI, GigabitEthernet0/2/22 Interface",GigabitEthernet0/2/22,1,1,1,1
CMDKN01_MX240,xe-2/0/0,10.43.100.134,To-CMHMN10,xe-2/0/0,1,1,1,1
NIL0019,ge-0/1/0,10.117.202.128,,ge-0/1/0,1,1,1,1
DHKAK4,ge-0/2/0,10.1.36.131,,ge-0/2/0,1,1,1,1
NOKBH03,ge-0/0/3,10.119.118.129,,ge-0/0/3,1,1,1,1
CMSDR42,xe-0/3/1,10.43.118.128,To-CMBRC11,xe-0/3/1,1,1,1,1
GGSDR02-AGG,xe-1/0/0,10.57.100.128,,xe-1/0/0,1,1,1,1
SYBNB06,GigabitEthernet0/2/22,10.153.103.130,"HUAWEI, GigabitEthernet0/2/22 Interface",GigabitEthernet0/2/22,1,1,1,1
CGPTA03,ge-0/0/3,10.33.123.128,,ge-0/0/3,1,1,1,1
KHU_X1371,GigabitEthernet0/2/16,10.201.5.128,To-BGMNG01,GigabitEthernet0/2/16,1,1,1,1
HGSDR04,GigabitEthernet0/2/5,10.59.101.128,To_Telnet_Summit-to-Habiganj,GigabitEthernet0/2/5,1,1,1,1
RAJ_X0089,ge-0/2/0,10.213.2.129,,ge-0/2/0,1,1,1,1
DHNWG05,ge-0/2/1,10.1.169.129,To-Ring_169-DHNWG19-OH,ge-0/2/1,1,1,1,1
DHPKP5,ge-0/2/0,10.1.16.133,To-DHRPN3_Ring-16_OH+UG,ge-0/2/0,1,1,1,1
CGMIR43,ge-0/1/3,10.33.100.147,,ge-0/1/3,1,1,1,1
CGMIR43,ge-0/1/1,10.33.100.147,,ge-0/1/1,1,1,1,1
CGMIR43,ge-0/1/0,10.33.100.147,,ge-0/1/0,1,1,1,1
DHLAL3,ge-0/1/1,10.1.12.128,To-DHDHN8_Ring-12_OH,ge-0/1/1,1,1,1,1
DHLBGK,ge-0/0/2,10.1.90.130,,ge-0/0/2,1,1,1,1
NGSNG30,GigabitEthernet0/2/2,10.109.108.129,To_DR_Ring-201-NAR4020_OH,GigabitEthernet0/2/2,1,1,1,1
DHGULO,ge-0/1/2,10.1.92.129,,ge-0/1/2,1,1,1,1
CGPTG08,ge-0/1/0,10.33.101.132,,ge-0/1/0,1,1,1,1
KHU_X0243,GigabitEthernet0/2/1,10.199.2.129,Backup service_BL,GigabitEthernet0/2/1,1,1,1,1
MYSDRP01JR01,ge-0/2/4,10.103.100.128,To-MY2030-DH3_MYSDR03_ETH-1-3-11,ge-0/2/4,1,1,1,1
DHDHN7,ge-0/2/1,10.1.96.131,To-DHDHNC01JR01_OH+UG,ge-0/2/1,1,1,1,1
DHMRPB01JR01,ge-3/3/4,10.1.0.135,NNI:DHMRPB01JR01-ge-3/3/4-DHMRPT03ECS01-Eth-1/1,ge-3/3/4,1,1,1,1
DHJTB05,ge-0/2/0,10.1.181.131,To-DHSBB02,ge-0/2/0,1,1,1,1
CXUKH36,ge-0/1/0,10.45.109.128,,ge-0/1/0,1,1,1,1
CXUKH36,ge-0/1/2,10.45.109.128,,ge-0/1/2,1,1,1,1
CXUKH36,ge-0/1/3,10.45.109.128,,ge-0/1/3,1,1,1,1
KUSDRC01JR01,xe-0/0/9,10.85.100.128,To-KUBRM01,xe-0/0/9,1,1,1,1
SYKARI,GigabitEthernet0/2/18,10.153.4.130,"HUAWEI, GigabitEthernet0/2/18 Interface",GigabitEthernet0/2/18,1,1,1,1
CGAGBC01JR03,ge-0/1/2,10.33.0.129,GENEXTEST,ge-0/1/2,1,1,1,1
BHCFN28,GigabitEthernet0/2/3,10.23.102.130,To-BHO0003,GigabitEthernet0/2/3,1,1,1,1
MNSRN18,ge-0/2/0,10.101.103.130,To-l2service_DHK2_NG2138_vlan-1556_2556,ge-0/2/0,1,1,1,1
CGPCH36,ge-0/1/0,10.33.113.128,,ge-0/1/0,1,1,1,1
CGBLK08,xe-0/3/0,10.33.166.130,To-CGBLK04,xe-0/3/0,1,1,1,1
CPHGN05,ge-1/1/0,10.29.102.128,,ge-1/1/0,1,1,1,1
MYSDRC01JR01,xe-0/3/0,10.103.0.129,TO-MYSDRC01ES01_Switch,xe-0/3/0,1,1,1,1
JPMLDB01HR01,GigabitEthernet0/2/12,10.61.0.129,UNI:adns_231118_011_nb,GigabitEthernet0/2/12,1,1,1,1
NSBLB02-AGG,GigabitEthernet0/2/19,10.111.100.132,TO-NSBLB02_MUX_TJ1270,GigabitEthernet0/2/19,1,1,1,1
JESDRP01JR01,ge-0/0/0,10.63.0.128,To-JSSDRP01ES01,ge-0/0/0,1,1,1,1
MBBRL15,GigabitEthernet0/2/17,10.97.101.132,"HUAWEI, GigabitEthernet0/2/17 Interface",GigabitEthernet0/2/17,1,1,1,1
PAL-IIG-CORE-RTR3,TenGigE0/2/0/2,172.16.201.244,TO-PALTAN-AGG-RT- TE0/1/0/0,TenGigE0/2/0/2,1,1,1,1
DHLLB10,ge-0/2/1,10.1.113.130,To-Ring_113-DHLLB05-UG_OH,ge-0/2/1,1,1,1,1
KHDLPP01JR01,xe-0/1/0,10.73.0.128,,xe-0/1/0,1,1,1,1
DHAMBE,ge-0/0/0,10.3.8.130,,ge-0/0/0,1,1,1,1
DHAMBE,ge-0/0/2,10.3.8.130,,ge-0/0/2,1,1,1,1
MNSRN11,ge-0/1/9,10.101.104.128,To-Ring_1-BSMU01_DHK_X4363_OH,ge-0/1/9,1,1,1,1
KL5243,GigabitEthernet0/2/2,10.73.101.130,To_CCL_Aquamarine_SCL_Khulna_640,GigabitEthernet0/2/2,1,1,1,1
DHJTB13,ge-0/2/1,10.1.104.135,TO-RING104_DHJTB25-OH,ge-0/2/1,1,1,1,1
DHBDD05,ge-0/2/1,10.1.151.131,To-DHBDD26_Ring-151_OH+UG,ge-0/2/1,1,1,1,1
KUS0003,ge-0/1/0,10.200.201.129,To-KUS0016,ge-0/1/0,1,1,1,1
KHU_X1140,GigabitEthernet0/2/0,10.204.1.128,To-KHU_X0413-JSR-BL-RING-4,GigabitEthernet0/2/0,1,1,1,1
GPRPLI,ge-0/0/0,10.55.3.128,,ge-0/0/0,1,1,1,1
GPRPLI,ge-0/0/2,10.55.3.128,,ge-0/0/2,1,1,1,1
DPKHR09,me0,10.47.100.132,,me0,1,1,1,1
DH355MOHA01ES01,Port1,172.30.2.6,To-DH82MOHA01ES1,Port1,1,1,1,1
BSGND01,GigabitEthernet0/2/3,10.15.101.129,"HUAWEI, GigabitEthernet0/2/3 Interface",GigabitEthernet0/2/3,1,1,1,1
KHSDRC01ES01,Port15,172.30.73.2,Innovative_11-MHK_to_Khulna_PoP,Port15,1,1,1,1
RJSDR02,ge-0/2/3,10.129.101.133,To-RJSDR01,ge-0/2/3,1,1,1,1
NRSDR02,GigabitEthernet0/2/19,10.63.101.131,To-NRSDR02A01ES01,GigabitEthernet0/2/19,1,1,1,1
DHLLB17,ge-0/1/0,10.1.190.128,,ge-0/1/0,1,1,1,1
CTG_X0776,ge-0/1/2,10.35.21.128,,ge-0/1/2,1,1,1,1
SNCTK01A01ES02,Port4,172.30.151.6,Manorit_SYUSHC01ES01_To_SNCTK01,Port4,1,1,1,1
SNJGN01,GigabitEthernet0/2/5,10.151.100.130,To-Ring_100_SNSDR02_OH,GigabitEthernet0/2/5,1,1,1,1
MNSDR01,Ethernet0/0/0,10.101.108.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
BRSDR02,GigabitEthernet0/2/2,10.15.102.130,To-BRG0007-HO,GigabitEthernet0/2/2,1,1,1,1
ITSwTK1-0,gi14,172.20.16.40,Ta-1/Ca-3_HR,gi14,1,1,1,1
DIN0043,ge-0/1/0,10.47.202.131,,ge-0/1/0,1,1,1,1
CXCKR60,xe-0/3/1,10.33.169.130,To-CXSDR33,xe-0/3/1,1,1,1,1
BRSDR02,GigabitEthernet0/2/25,10.15.102.130,NNI:BRSDR02-GE0/2/25-BAR_X0039-GE0/2/33,GigabitEthernet0/2/25,1,1,1,1
DHBNNQ,ge-0/1/2,10.1.1.130,,ge-0/1/2,1,1,1,1
DHGUL07,ge-0/1/0,10.1.151.134,,ge-0/1/0,1,1,1,1
Savar-Office,gi4,172.20.16.36,Access Control-NTTN,gi4,1,1,1,1
BOSBG01,ge-1/0/0,10.25.100.129,,ge-1/0/0,1,1,1,1
CXSDRC01ES01,Port12,172.30.45.6,UNI:agni_171018_007_nb,Port12,1,1,1,1
JKRZP02,GigabitEthernet0/2/5,10.65.100.128,To-PPMTB05_ACTIVE,GigabitEthernet0/2/5,1,1,1,1
KHU_X0241,Ethernet0/0/0,10.199.4.130,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHSVR12_MX104,me0,10.1.100.141,,me0,1,1,1,1
CMSDD04,ge-0/2/0,10.43.115.128,,ge-0/2/0,1,1,1,1
CXTKN08_MX-104,me0,10.45.100.135,,me0,1,1,1,1
DHSHP1,ge-0/2/0,10.1.18.133,To-Ring_18-DHSHP8_OH,ge-0/2/0,1,1,1,1
PTSDR02,GigabitEthernet0/2/25,10.125.101.128,To-PTSDR11,GigabitEthernet0/2/25,1,1,1,1
Tangail-Office,gi2,172.20.16.35,Wifi,gi2,1,1,1,1
RPPGN02-AGG,ge-1/0/1,10.141.100.129,,ge-1/0/1,1,1,1,1
RPPGN02-AGG,ge-1/0/0,10.141.100.129,,ge-1/0/0,1,1,1,1
CTG-GEC-SW3,Ethernet1/23,172.16.201.69,,Ethernet1/23,1,1,1,1
CTG-GEC-SW3,Ethernet1/25,172.16.201.69,,Ethernet1/25,1,1,1,1
DHADBQ,ge-0/0/2,10.1.44.134,,ge-0/0/2,1,1,1,1
DHADBQ,ge-0/0/0,10.1.44.134,,ge-0/0/0,1,1,1,1
DHADBQ,ge-0/0/7,10.1.44.134,,ge-0/0/7,1,1,1,1
DHBDA7,ge-0/0/7,10.1.65.128,,ge-0/0/7,1,1,1,1
NOSNM33,ge-0/2/0,10.119.108.128,,ge-0/2/0,1,1,1,1
DHBDA7,ge-0/0/2,10.1.65.128,,ge-0/0/2,1,1,1,1
Alekharchar-HO_MX240,et-2/3/0,10.43.100.150,To-CMDKN01,et-2/3/0,1,1,1,1
SYZST1,GigabitEthernet0/2/2,10.153.101.136,To-SYJC1Y_GP_PICO,GigabitEthernet0/2/2,1,1,1,1
CGDMGA5,ge-0/2/3,10.33.173.128,To-CTG_V2350-CTG-BL-R-19,ge-0/2/3,1,1,1,1
SYFNC16,GigabitEthernet0/2/1,10.153.105.129,To-Ring_105-MBRZN02_OH,GigabitEthernet0/2/1,1,1,1,1
MBKLR01A01ES01,Trunk1,172.30.97.6,TO-MBKLR01_GE-0/1/7,Trunk1,1,1,1,1
CMBRC21,ge-0/2/0,10.43.107.130,,ge-0/2/0,1,1,1,1
CXSDR41,xe-0/3/1,10.33.170.128,To-CXSDR18,xe-0/3/1,1,1,1,1
DHK_X3566,ge-1/1/1,10.192.10.129,,ge-1/1/1,1,1,1,1
DHK_X3566,ge-1/1/0,10.192.10.129,,ge-1/1/0,1,1,1,1
MAG0005,ge-0/1/0,10.204.201.129,To-MAG0001-HO,ge-0/1/0,1,1,1,1
DHK_X2749,ge-0/2/2,10.4.4.133,,ge-0/2/2,1,1,1,1
DHK_X1020,GigabitEthernet0/2/0,10.191.6.128,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
CTG_X0118,xe-0/3/1,10.35.17.128,To-CGLHG31,xe-0/3/1,1,1,1,1
DHMRP33,ge-0/1/0,10.1.196.130,,ge-0/1/0,1,1,1,1
KHU_X0146,GigabitEthernet0/2/2,10.205.1.128,To-CDSDR03,GigabitEthernet0/2/2,1,1,1,1
KHU_X0146,GigabitEthernet0/2/3,10.205.1.128,To-KHU_X0530-CHD-BL-RING-1,GigabitEthernet0/2/3,1,1,1,1
KHU_X0146,GigabitEthernet0/2/0,10.205.1.128,Active service_BL,GigabitEthernet0/2/0,1,1,1,1
DHBASKA01ES01,Trunk1,172.30.1.82,To-DHBASK_ge-0/1/7,Trunk1,1,1,1,1
HGNBG02,Ethernet0/0/0,10.59.102.132,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
KHU_X0491,Eth-Trunk0,10.204.1.131,"HUAWEI, Eth-Trunk0 Interface",Eth-Trunk0,1,1,1,1
DHSDB1,ge-0/1/0,10.1.57.130,To-DHSMB2,ge-0/1/0,1,1,1,1
DHK_X4222,ge-1/1/2,10.4.36.129,,ge-1/1/2,1,1,1,1
DHLAL1A01ES01,Port11,172.30.1.54,Info Sarkar Switch Port,Port11,1,1,1,1
CGKTL33,ge-0/2/0,10.33.110.129,To-Ring_110-CGKTL13-OH,ge-0/2/0,1,1,1,1
DHBANC01JR01,ge-2/2/3,10.1.0.128,To-DHGUP4-Ring17,ge-2/2/3,1,1,1,1
DHNMK14,ge-0/1/2,10.1.141.130,,ge-0/1/2,1,1,1,1
DHNMK14,ge-0/1/1,10.1.141.130,,ge-0/1/1,1,1,1,1
HGSJBP01JR01,GigabitEthernet0/2/3,10.59.0.128,To-HGSDR31,GigabitEthernet0/2/3,1,1,1,1
KHU_X0516,GigabitEthernet0/2/22,10.201.4.130,"HUAWEI, GigabitEthernet0/2/22 Interface",GigabitEthernet0/2/22,1,1,1,1
RSRJP04,ge-0/2/0,10.131.101.131,,ge-0/2/0,1,1,1,1
MBSDR01,GigabitEthernet0/2/1,10.97.102.128,TO-Ring_102_MBSDR09_OH,GigabitEthernet0/2/1,1,1,1,1
CTG_X0800,ge-0/2/0,10.195.7.129,,ge-0/2/0,1,1,1,1
CTG_X0800,ge-0/2/1,10.195.7.129,,ge-0/2/1,1,1,1,1
DHK_X0873,GigabitEthernet0/2/1,10.191.3.131,"HUAWEI, GigabitEthernet0/2/1 Interface",GigabitEthernet0/2/1,1,1,1,1
NAR4019,ge-0/1/1,10.191.202.128,To_TeleTalk-3G-Service,ge-0/1/1,1,1,1,1
DHMPRNA01ES01,Ethernet_53,172.30.1.18,DHMPRN_ge0/1/7,Ethernet_53,1,1,1,1
Lemua-HO_MX240,xe-2/0/2,10.51.100.150,To-3G_4G_10GE_SCL_CRE13_DRE12_CRE26_CRE27_CMSDR01_FNSDR01_114-Backup,xe-2/0/2,1,1,1,1
DHKKT04,ge-0/2/1,10.1.154.128,To-DHKKT05_Ring-154_OH,ge-0/2/1,1,1,1,1
SYFNC01,GigabitEthernet0/2/2,10.153.109.129,To-SL6142-CRSLMGW1,GigabitEthernet0/2/2,1,1,1,1
DHPIL2,ge-0/1/1,10.1.8.129,TO-Ring_8-DHGSMI,ge-0/1/1,1,1,1,1
DHMRP05,ge-0/2/0,10.1.128.130,To-DHMRP20_Ring-128_OH,ge-0/2/0,1,1,1,1
DHSB1M,ge-0/1/1,10.3.10.128,To-DHMRPQ_Ring-109_OH,ge-0/1/1,1,1,1,1
BAR_X0008,GigabitEthernet0/2/0,10.17.1.128,"HUAWEI, GigabitEthernet0/2/0 Interface",GigabitEthernet0/2/0,1,1,1,1
DHK_B3954,ge-0/2/1,10.1.156.134,To-DHUTT26_Ring-156_UG+OH,ge-0/2/1,1,1,1,1
SYL_X0164,Ethernet0/0/0,10.156.3.128,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
BSFR01_DHK_X0165,ge-0/1/0,10.49.2.128,To-BL_BSC-BSFR01_DHK_X0165_AT05,ge-0/1/0,1,1,1,1
DHBANC01ECS05,Port8,172.30.5.102,NNI:DHBANC01ECS05-Eth 1/8-DHBANT08ECS01-Eth 1/8,Port8,1,1,1,1
DHUTAF,ge-0/0/0,10.1.21.130,,ge-0/0/0,1,1,1,1
SYL_X0179,Ethernet0/0/0,10.215.2.129,"HUAWEI, Ethernet0/0/0 Interface",Ethernet0/0/0,1,1,1,1
DHUTAF,ge-0/0/3,10.1.21.130,,ge-0/0/3,1,1,1,1
JSSDR12,GigabitEthernet0/2/17,10.63.102.128,"HUAWEI, GigabitEthernet0/2/17 Interface",GigabitEthernet0/2/17,1,1,1,1
SYSMLIA01ES01,Port8,172.30.153.22,,Port8,1,1,1,1
KSBRB17,GigabitEthernet0/2/23,10.81.101.132,"HUAWEI, GigabitEthernet0/2/23 Interface",GigabitEthernet0/2/23,1,1,1,1
BGFKR12,Eth-Trunk1,10.9.101.132,To-GGSDR02-BKB,Eth-Trunk1,1,1,1,1
GOP0009,ge-1/0/0,10.57.201.128,To_TeleTalk-3G-Service,ge-1/0/0,1,1,1,1
BHCFN28,GigabitEthernet0/2/0,10.23.102.130,To-BHLMN01,GigabitEthernet0/2/0,1,1,1,1
SYL4040,ge-0/1/0,10.156.202.129,To_TeleTalk-2G-Service,ge-0/1/0,1,1,1,1
NGSDR29-PAGG,me0,10.109.100.129,,me0,1,1,1,1
DHUTR6A01ES01,Trunk1,172.30.4.38,To-DHUTR6,Trunk1,1,1,1,1
DHCNT96,ge-0/2/0,10.1.227.134,To-DHCNT02,ge-0/2/0,1,1,1,1
DHMRPB01JR01,ge-2/3/9,10.1.0.135,To-DHCNTD-Ring-54,ge-2/3/9,1,1,1,1
KHU_X0619,GigabitEthernet0/2/1,10.199.4.129,BL-Service Backup,GigabitEthernet0/2/1,1,1,1,1
DHK_X2790,GigabitEthernet0/2/16,10.235.4.128,To-RJPNG19-1st,GigabitEthernet0/2/16,1,1,1,1
ITSwTK4-0,gi34,172.20.16.43,Ta-3/Ca-5_PAD,gi34,1,1,1,1
DHPPL4,ge-0/0/2,10.1.33.134,,ge-0/0/2,1,1,1,1
CGRNG62,ge-0/1/1,10.33.159.128,,ge-0/1/1,1,1,1,1
CGRNG62,ge-0/1/0,10.33.159.128,,ge-0/1/0,1,1,1,1
DHK_X0150,GigabitEthernet0/2/24,10.192.3.128,To-GZ03,GigabitEthernet0/2/24,1,1,1,1
LXSDR09,xe-1/3/1,10.119.104.130,To-LXSDR40_MX240,xe-1/3/1,1,1,1,1
SYSDR08,GigabitEthernet0/2/1,10.153.102.132,TO-RING_102-SYSDR46_OH,GigabitEthernet0/2/1,1,1,1,1
SYSDR08,GigabitEthernet0/2/0,10.153.102.132,TO-RING_102-SYSDR62_OH,GigabitEthernet0/2/0,1,1,1,1
DHBANC01JR01,ge-2/2/1,10.1.0.128,To-DHJSH5-Ring2,ge-2/2/1,1,1,1,1
RSSDRB01JR01,xe-2/0/0,10.131.0.128,To-NTSDRB01RJ01-UG_1st_10G,xe-2/0/0,1,1,1,1
DHK_X1864,xe-0/3/1,10.4.18.132,To-DHKRBC01JR01,xe-0/3/1,1,1,1,1
DHMRP17,ge-0/0/0,10.1.128.128,,ge-0/0/0,1,1,1,1
MNGZR11A01ES01,Port22,172.30.101.6,,Port22,1,1,1,1
172.16.201.243,Te5/0/1,172.16.201.243,@@ COGENT-UK2 @@,Te5/0/1,1,1,1,1
GBGBD03,xe-1/0/0,10.53.100.129,,xe-1/0/0,1,1,1,1
NAMDB01,ge-0/2/0,10.105.100.129,,ge-0/2/0,1,1,1,1
NAMDB01,ge-0/2/1,10.105.100.129,,ge-0/2/1,1,1,1,1
CTG_X1084,xe-1/3/0,10.208.3.128,To-CPFDG01,xe-1/3/0,1,1,1,1
RSSDRB01ES01,Port6,172.30.131.10,To-Metronet_Dhaka-RSSDRB01,Port6,1,1,1,1
UTTARA-SW5.summitiig.net,Ethernet1/4,172.16.201.110,TO-UTTARA-AGG-Te0/2/0/0-FOR-LONG-HAUL-CLIENT,Ethernet1/4,1,1,1,1
CRSLMGW1,ge-0/2/0,10.153.100.132,To-SYSDR18,ge-0/2/0,1,1,1,1
CGUHSL,ge-0/0/0,10.33.107.136,,ge-0/0/0,1,1,1,1
JKSDR01,GigabitEthernet0/2/16,10.65.102.129,"HUAWEI, GigabitEthernet0/2/16 Interface",GigabitEthernet0/2/16,1,1,1,1
SNJGN01,GigabitEthernet0/2/6,10.151.100.130,BTS_Summit_to_SNJGN01_1206,GigabitEthernet0/2/6,1,1,1,1
CGKTL27,ge-0/2/2,10.33.114.131,,ge-0/2/2,1,1,1,1
PALTAN-IIG-CORE-2.summitiig.net,Te4/0/4,172.16.201.239,@@ SMW4-LINK1 @@,Te4/0/4,1,1,1,1
BSDH03_DHK_X2065,xe-1/3/0,10.4.45.130,To-DHK_9015,xe-1/3/0,1,1,1,1
DHK_X2749,ge-0/2/0,10.4.4.133,To-DHK_X0411,ge-0/2/0,1,1,1,1
DHSHPA,ge-0/1/0,10.1.70.128,DHPTNC01JR01,ge-0/1/0,1,1,1,1
DHADB09,ge-0/1/2,10.1.126.133,,ge-0/1/2,1,1,1,1
